,uas,vas,ps,tas,pr,rsds,rlds,hurs,wss,cc
1979-01-14,-1.1509027180076807,-4.759678661836982,984.9903238235413,-4.456560143676086,3.875296107882175,3.29049931207291,285.8540179348437,70.16179762038128,25.21730813259296,0.0
1979-01-15,0.14939215893204544,-2.3289203229965856,1001.5014217611058,-6.090937023660672,0.15598096088015923,9.93919209405776,258.9545288924304,76.03328230735193,5.881347287540646,0.0
1979-01-16,0.22658842880020452,-2.1651179518458545,1012.9408762922939,-10.897771732965168,-2.2588983483728953e-07,18.007252707988794,223.98175916777862,76.31147794386094,5.009652886005899,0.0
1979-01-17,-0.1623562068264002,1.4753176116453557,1014.7747375973078,-6.7882180176681,0.10002858933566924,11.678721885634713,239.20648050386333,80.73141596605487,2.284241480615339,0.0
1979-01-18,-1.419447395161646,-0.6555248717855413,1015.1065595477581,-4.5056485522652565,0.4231157476062217,8.713857490150218,277.8094785710472,81.91759584492192,3.1473425838158513,0.0
1979-01-19,-1.3374648326283711,-1.9344902717551924,1019.1045441962913,-4.328479772397827,0.07462024168609625,13.829046098093192,246.3771282809815,78.14846067668817,6.441845018535915,0.0
1979-01-20,-2.4073953823335623,-1.2875778820382555,1021.1492244751454,-2.364420202377005,0.6764547830936938,10.926517886800351,277.9237151406376,76.3976574560395,8.422645830426843,0.0
1979-01-21,-1.5786719233695796,-1.1375086579355327,1017.7893363087034,-4.879378987165694,0.500304969611427,13.29307098838172,273.69380300513035,78.11214731576872,4.669643821663119,0.0
1979-01-22,-2.1079259963333348,-1.0564468578281183,1019.48599819225,-5.1372330944542455,0.5402265120256494,10.97699317832096,261.276417861863,77.39471603384366,6.138229757602312,0.0
1979-01-23,-0.26348706867226657,-1.211627022622491,1009.377554079649,-6.281061561171782,0.43404988669461236,12.133738609960087,264.49973623541683,77.57807576670947,2.168804608749927,0.0
1979-01-24,-0.2389608397576403,0.25099768972020015,998.0535000004763,-6.968972307425247,0.03944429456534674,11.727024832818342,252.20885791881665,77.48033957573755,0.27746282985517184,0.0
1979-01-25,-2.0711210723246976,-2.4923386857095857,985.4784020279048,-6.712044371847469,1.1637621397991125,6.422028966919881,272.9613688162413,77.18820166514067,12.122084868456168,0.0
1979-01-26,-2.753800544494849,-1.7535889439127026,979.5893697310058,-10.450093387819209,0.7088685129823296,13.784138159271215,259.2530253126569,73.28420230400154,11.831319626112775,0.0
1979-01-27,-1.3484999045192732,-3.262688640794847,975.6753117507646,-16.31048331097827,1.3587224394389223,17.279329385678807,226.11601552442613,70.29599788376669,13.70986353480722,0.0
1979-01-28,0.538260343534153,-1.6413840899078973,975.0984379743824,-15.827497026977198,0.21704355612360615,27.69176129394656,209.4808091800157,68.83769201501529,3.303215885184747,0.0
1979-01-29,0.051703171440612525,0.9322945624853083,981.4917815249834,-9.40889447136135,0.9039844462419664,17.02810984535481,232.55881552062525,77.32892657020645,1.4299253291295315,0.0
1979-01-30,-0.8492469686619499,1.1711144581840398,989.5973338286573,-7.608335687935437,0.5612613401935269,12.696062993896355,250.1830132054371,77.60342774724766,3.5615318139844363,0.0
1979-01-31,-1.5701802458280472,-2.5245847643271118,991.4306901334395,-9.705608739571801,0.499589209824105,16.99243997901759,249.58805796212005,73.61424330726848,10.361188648915748,0.0
1979-02-01,0.17982508803850067,-2.982159162164336,985.6592084038562,-9.292167946204358,0.017884862357643264,20.787127059408892,233.59842076519112,65.90126423600074,9.585676382285515,0.0
1979-02-02,-0.5161542889722287,0.9152703415822876,973.8024738502794,-8.240381234982522,1.2072433040012687,14.509275422036547,249.3401265111595,75.74501029810997,1.6689921033208028,0.0
1979-02-03,1.0245096584030222,-0.9125125557621391,968.0801987120582,-8.286764726164051,0.8536446954843258,21.747380603026883,258.164238886901,74.49980969187617,2.007238660593744,0.0
1979-02-04,1.1411573223142655,-1.3377813042798852,962.0014979721111,-8.211421300629127,5.51931724456265,21.253613594972567,227.06399635130458,70.29803979444776,4.501460867581784,0.0
1979-02-05,2.084554569015038,-1.443687153252511,971.3816740028694,-8.629259864919675,0.549870598032215,30.771548545337925,225.18533005061215,67.35893036965778,7.035588376079413,0.0
1979-02-06,0.9482811506904772,-2.000481323229511,977.6092255444638,-13.135068548804611,-2.2588983483728953e-07,39.43095796976167,200.31158365871266,68.93976472971578,5.239987481944363,0.0
1979-02-07,1.70939187413189,-1.1230604249328933,990.5969448311334,-11.309320498650266,-2.2588983483728953e-07,43.71228265675559,195.05562453852644,72.49768075065316,4.356433159072421,0.0
1979-02-08,2.1493113547657763,4.157321941042604,984.8860309718126,-4.342387939668356,0.1528117908137332,27.631946003438383,243.60045362055115,79.76536248542232,22.525792253758055,0.0
1979-02-09,0.3680015591612002,-2.0233290503544317,978.1825115527654,-3.4227601977349877,1.8487185528282555,33.5922299548219,274.3825200769208,64.96290145884458,4.486432539764664,0.0
1979-02-10,3.503376468896896,-2.29123997398417,978.0753616675023,-3.2483959820567065,-2.2588983483728953e-07,54.01638877698525,200.03631217901602,52.820761917186445,17.693162847177884,0.0
1979-02-11,2.497322005977939,-1.935869112242143,984.3049747475337,-4.078418032131026,-2.2588983483728953e-07,54.38870303247831,205.3193212375431,60.447694496077204,10.094475984322608,0.0
1979-02-12,1.2210078642789226,-1.1667360361895787,991.1834555571518,-7.694404621392152,-2.2588983483728953e-07,53.237877627009844,204.8250302794739,68.36521717903929,3.0156390676546057,0.0
1979-02-13,1.0231959754091828,-1.091805466197268,989.5535361151601,-11.738372821417386,-2.2588983483728953e-07,52.15380385543448,214.88292650830306,68.08006486513666,2.362548326544285,0.0
1979-02-14,-2.7434275569305866,-2.6727961985238107,989.7967444710054,-9.588206810875363,0.021641901355208,48.14060043788445,212.40034243588738,68.02231809458014,15.27839039622279,0.0
1979-02-15,-3.636822108793821,-4.040011213944155,1001.4005670156408,-14.663715244377727,0.03758873195681876,57.424467070008255,193.93895572511138,58.49156377792435,32.579033222323915,0.35764710795380417
1979-02-16,-1.984853483915662,-2.60604393357304,1013.136967333438,-14.40214830594499,-2.2588983483728953e-07,62.920958310344595,177.65127069852102,61.63457145499924,13.836254013071759,0.5253844403573791
1979-02-17,-1.6242094337571087,-1.57964923030857,1023.2352862174387,-15.187855179667906,-2.2588983483728953e-07,60.71567262980243,188.14407512640946,63.48540585769473,6.837886825130646,0.5018653814849501
1979-02-18,-2.4899258350312783,-2.2692176254547474,1024.8625098426935,-13.360755991043163,-2.2588983483728953e-07,59.46221728550834,196.97760032053657,65.57209416089653,13.046013680201405,0.482820645682887
1979-02-19,-4.162696076814508,-2.686915869182954,1017.1464684490842,-7.190384492412136,0.5206553584720303,44.3939490535457,217.74622296781692,63.604299373499146,27.147128974288403,0.4791574828888063
1979-02-20,-2.6493284088477447,-1.3141945206851804,1014.696920764375,-2.8548989455931633,3.2837678559927364,19.928199804755717,289.71153803605614,75.03827830650337,9.357268537885279,0.0
1979-02-21,-0.7031478752874191,-0.007181634089358863,1018.5294509842525,-2.8899221756079214,0.36535452713402483,30.274723848423115,292.0745327313213,75.52958116009073,0.6754883244211799,0.0
1979-02-22,-0.21490036494804293,1.5078790643165505,1016.0082458297982,-2.866945545829651,0.17905441094613567,46.30692828993334,276.20232539193194,76.85532503514256,2.472818553342741,0.0
1979-02-23,-0.8337573519194889,1.2908960316936444,1007.9617852059481,-3.6358941638895317,0.383940727639015,48.48425477397828,269.02319387624914,80.55067058218721,2.494783070113225,0.0
1979-02-24,0.9688327217896836,-0.09857810570062434,1004.1493784960705,-3.331476623866763,0.726476530381306,38.89767153298145,277.0749404172318,72.89711924752628,1.0245886339403192,0.0
1979-02-25,1.3399027449196448,-2.1332486345821415,1015.0373596174056,-2.869214465665493,-2.2588983483728953e-07,71.52316686666451,227.62571741870536,65.43741630722472,6.578748000989369,0.44260291923432726
1979-02-26,1.9841845075182014,-0.21153500039840958,1014.4645115338143,-3.1560670975383687,-2.2588983483728953e-07,66.96529168039493,245.51187435968816,69.70910450711044,4.087420671662004,0.3580955757766016
1979-02-27,3.7981688639405586,2.371772938857218,999.559923659599,-0.4897020237549441,-2.2588983483728953e-07,57.41544690320362,238.0168001698018,74.12989135679979,21.29719267223423,0.5411429380268321
1979-02-28,2.1732268551018046,1.623392405469601,991.3322805953866,0.6652429615407414,-2.2588983483728953e-07,61.12103726128733,259.5247045108591,72.59087740845767,7.723796485773925,0.3999361993448115
1979-03-01,1.035232079249446,6.138164351186476,984.9855690045821,2.246762393258223,1.8838327400280144,32.52914060858255,308.90126863069696,80.65317248600384,39.46192856491954,0.0
1979-03-02,-1.673788598554629,3.3903636403413335,985.5638443339732,-0.5921071179849378,0.5753476939234565,50.236982082632245,269.15039043667116,71.76925053887337,14.566063702099626,0.4992578274730935
1979-03-03,2.017799238143266,4.0053697350784,981.9106314993238,0.7544129613752375,2.869166982333894,23.362882917198636,282.19555265085097,80.47759708131711,21.385346171189497,0.5921590932698245
1979-03-04,4.286897993378908,4.959349711733245,979.1546771490088,4.982611964928367,1.7325500480416984,23.933053296745804,310.6459853579747,75.62908391085867,44.987087632079735,0.4748231135363315
1979-03-05,5.1670765290921,3.733660310357332,984.9818767769456,3.176250788720779,0.11317992826152037,66.69871711567905,252.08693950802953,62.86084228913634,41.50895228160134,0.5819715396098765
1979-03-06,6.291636166563717,4.943720873038218,988.3990397366782,3.959431296009882,0.010251308068343857,74.17590489365679,252.73244101340404,67.69796767073976,65.55584669645525,0.5709730334483272
1979-03-07,4.069971746354409,6.0938302077919335,989.3976933494337,4.438629365196448,0.05528095596599776,44.76189559807046,306.08066571026376,74.39883937490481,54.50870470172598,0.4805960607649834
1979-03-08,-0.9875320551092475,6.55459086943263,980.400266015307,1.9763283623747157,3.4861050974322034,26.168435068179576,308.4794632011755,80.95261597299859,45.23343182457781,0.5830527888979778
1979-03-09,2.538295842196379,2.31074516375721,983.8302193206806,2.6456244414093817,5.65457209002047,54.62054485304351,298.69474980705974,68.42621837095723,13.01858040474468,0.5278995912861852
1979-03-10,-1.3655257579316962,8.979603898141157,973.6056431371323,2.443877185086535,9.970816266625025,43.204357937317184,294.7838483636434,85.39803312722299,84.1248753630261,0.6088649040444715
1979-03-11,2.1130204480692134,2.001631316753429,968.5446425041981,1.9393937175001383,12.720443998596146,42.66150062071684,309.78869938173807,74.09434917082353,10.237343651874866,0.5772635938007834
1979-03-12,0.7484201716951149,1.4506964819836952,980.948872012547,-0.02059186917091438,0.4710737534593047,83.64049388521971,246.5522840055275,68.8526228310813,2.92708335750914,0.6617150676952993
1979-03-13,-4.094129414826339,0.9375022338867747,974.180762280012,0.5788041150206595,7.835581400689532,49.162317313574455,292.6300359412685,78.14533321320485,17.84409966468357,0.6442360117363068
1979-03-14,-2.7368825064606996,-3.1101967478946824,984.2346900269206,-0.5559992546818648,2.090919690919626,56.77706743961995,294.68614373353574,67.17104836391721,17.842177739630472,0.6316238648317207
1979-03-15,-0.2722782842530052,-2.7761810488928766,994.5639565524668,-3.565796283952352,0.08721112982604379,109.6506318061939,230.49318766641014,65.50534708985431,7.890036380437706,0.6741234198180136
1979-03-16,-1.6498184154673203,-1.9579020855462597,998.5873281556576,-4.15958708014449,0.08095091827397663,108.8932301090969,241.4119676681052,66.7304594621718,7.0338552982862375,0.6615293968062244
1979-03-17,-4.059821255876237,-3.1492021264004104,996.9916383196021,-4.683839787682132,0.3681743786574496,95.37534033434825,263.267578741288,63.43793077331576,28.532201674366824,0.653294672388773
1979-03-18,-4.570436887204242,-5.621590756081866,996.8412491000879,-9.642103804590079,0.02164190135521284,113.19341107908019,232.72048649302693,53.12879993116052,54.776105389801565,0.6939891014401367
1979-03-19,-0.606908348094489,-0.5987521026360239,994.9115172419749,-12.41453620933936,-2.2588983483728953e-07,127.65643956677643,193.15062696152532,58.15636878769355,1.7171736754939262,0.7510501040529304
1979-03-20,2.7267664150259883,1.547322404433163,983.3950646235335,-8.332044588406347,-2.2588983483728953e-07,136.5124665672093,194.70436702235486,62.76889161069869,10.329045562422133,0.7404763077736876
1979-03-21,3.4374172685606887,4.3841285322082655,979.2663028767563,0.5013870907186515,0.3873083307898266,107.23747041892256,255.65749610675806,66.92666288302053,31.80600463827953,0.6884258741311466
1979-03-22,-1.2058973644128914,2.366812064309932,980.2734374495277,-0.10177173396340322,1.0737645254760058,83.84108500869931,281.81457127287916,73.04335447882761,7.217316378961391,0.6925404651734955
1979-03-23,-0.32392186245174764,3.092546608673775,977.0399818392584,1.159280370016063,6.942391533203468,64.06517557106365,284.5484029028258,80.62958335996541,11.453395579231685,0.7332777586140145
1979-03-24,0.06149792864596136,3.5992370767099975,980.7378631120856,1.5422385032243824,2.067271737749554,85.47407356372824,285.7992365882344,75.06800380343165,13.120099873093391,0.7000068650909123
1979-03-25,1.9227904615058713,-0.661341089367604,990.4562873723214,0.05782356009979139,0.3664194779890814,134.5909397547014,242.61695696430263,67.57682883616116,4.20169447990633,0.697524393451313
1979-03-26,-1.1335895767495825,5.161574636356121,988.4149291926789,-0.022648026426395518,0.05525623309842914,118.5244725388808,253.4737767066224,76.81436328362592,28.409265117945353,0.7156591740827374
1979-03-27,-0.9128892373352576,5.039301553635575,971.5635049715149,3.9132228619565126,15.19257414584685,24.06742337948385,323.30461618445804,87.2219085223009,27.225057356757567,0.7631712684211985
1979-03-28,-1.8000630070026227,5.456491667531594,969.2005283342208,3.324458426439776,6.387469338197846,29.777049007506534,327.04223846866466,82.64906801515006,33.66424945519372,0.7551014186900408
1979-03-29,-3.559092683406789,1.3980466936407594,977.9964002374187,3.9560764686842163,9.064801817072915,45.458946516383236,315.569692379771,78.85134576592075,14.990696493563052,0.7550233375205024
1979-03-30,-3.6400995406297594,-2.811806121030722,990.6595326705942,3.6494116787337134,1.6734985510959086,57.134772997201,314.6922281465589,70.86792147156588,22.35194020044878,0.7448625235857025
1979-03-31,-2.43808225058212,-3.0254327174617224,992.2682658534593,3.025448586897312,-2.2588983483728953e-07,114.18112698087388,293.8105869238784,66.67535286882884,15.905676389301837,0.6914047898055535
1979-04-01,-1.6882253467223032,-2.0892938206692757,989.3704859944891,1.95440430004777,0.282597899341564,88.6735487726034,289.41367749242465,73.97589912302931,7.47757704619413,0.7479860920580729
1979-04-02,-0.8490559256768627,-2.7715269864541803,987.0476181829296,3.388703241699659,0.013668486054405037,86.61346568063077,303.72839851231276,73.54554712225645,8.667488008389792,0.7356377810081107
1979-04-03,-3.1996774033997966,-2.5095176811341444,983.6165786846666,2.865031120588526,5.314536379418139,53.85389985069494,315.02479372635986,79.98425450519571,16.6262483187868,0.7725218398741103
1979-04-04,-3.7332457379438213,-1.6479583196399863,985.7904772253005,2.812095898484415,3.1851762814426277,82.06577200709958,306.5272804623899,74.53864439789383,17.235435384964376,0.7504395326173122
1979-04-05,-4.205096443391254,-0.48254470618164336,991.1505050072603,2.684584317929364,14.345213787112444,56.6475053758177,307.4340219896317,82.62791349158985,18.383332941185998,0.7887153547822172
1979-04-06,-4.150833497487823,-2.276380684512075,999.1505169254408,3.7000562056691706,1.3876420860625027,72.64765948318514,308.79922137508237,76.89510562503979,23.680635301478954,0.7710597982757776
1979-04-07,-4.114000734998903,-1.9200798336752662,1003.3500505995373,3.304110004381073,0.7440663849697804,91.21101486013904,303.3011991389849,66.7603094447506,21.488065745533223,0.7586244580408151
1979-04-08,-2.0807579796954854,-1.6139612385124484,1007.4598549301058,3.150188445367178,0.19093952735175843,132.02683843621296,281.1831575829294,61.77215925271232,7.57227044633698,0.7378583798811046
1979-04-09,-1.0534558115376202,-1.0654150882029818,1009.0356116105281,2.2742532366128785,-2.2588983483728953e-07,179.6772352453792,243.15705180534445,55.99022131100569,2.830699347866611,0.7295949338652424
1979-04-10,-1.7550263456486552,0.025586762954230416,1006.0604734395075,2.40962140117,-2.2588983483728953e-07,154.21938628783445,254.0124328382002,58.4650915567925,3.5686987568763526,0.7554572118611815
1979-04-11,-2.629319682860508,1.0109116277542896,1001.6065028560909,3.6647920504789226,0.16869047909853188,91.18350303298303,294.6386312430474,62.970812013634095,8.16621545485616,0.7883713109508577
1979-04-12,-1.9981445420313784,1.6796263146600374,999.7795425412029,4.963756645388003,-2.2588983483728953e-07,176.08021712748928,258.0607624025253,56.06085458263495,7.599528566444023,0.730128637948037
1979-04-13,-1.721574971158714,1.050823904393399,999.0381889950331,5.290793696051935,-2.2588983483728953e-07,210.89048745744796,238.95680272503733,56.74071281462056,4.590173044236542,0.7128046560265717
1979-04-14,2.1616622309000197,2.7550868087094647,993.0798245799232,5.018745157183275,-2.2588983483728953e-07,201.0914282576535,269.6036138169464,71.35925775206402,12.436861860282377,0.6864164176304806
1979-04-15,2.8367181396246113,-0.4254864850099489,994.1973487282202,5.778498040900274,0.0843572081513127,183.14174133549827,274.6974137053543,66.66580687307136,9.435807521362523,0.7123424362691989
1979-04-16,-1.545580571161769,-1.1976667829551046,1007.4925820290558,2.94001160383408,0.03512692255416949,195.05638261595908,249.84600279050264,48.46539156345605,4.106081600490285,0.7358510441873158
1979-04-17,-1.081336867469924,0.47079487721229124,1008.8242064065629,1.7417791339352107,0.053988531896501886,186.04108245697583,254.07178524687504,56.96756161869464,1.4856855380514162,0.7469023566344944
1979-04-18,-0.7687563045758424,-2.7061268345032428,1007.7643611536882,2.8594967218423903,1.781729711313063,167.53188468502964,284.87320450204004,55.16084757420739,8.010701099507113,0.7353532347774564
1979-04-19,1.102746230603394,0.008216270118511091,1008.344194457844,2.4676175144571744,-2.2588983483728953e-07,196.8660408969357,240.93056394401904,56.676751719577865,1.2760043158770173,0.7584488087279937
1979-04-20,2.0895700730027147,2.160428386827804,1001.9596846953552,4.831084406451907,-2.2588983483728953e-07,193.64523573766385,263.33204774006487,67.04898973171353,9.523564047466,0.7384545977060532
1979-04-21,0.9797382722286395,2.6692572488408017,993.9956192536524,4.764905177439061,2.132459479971306,73.48247850428876,315.1598109765424,86.68882883717603,8.526179756181405,0.8197859884275871
1979-04-22,1.3823471779455274,2.1495584017655402,986.8636303554938,5.331720720805038,1.3973288182960006,108.86711024570054,314.453200059407,77.15676070607664,7.1176604014175915,0.7863799155660689
1979-04-23,-0.7437762584403113,2.45307655076733,982.6946964106728,5.20097926782671,3.741137024801376,102.28682774168148,314.05785064147705,84.75685335161067,6.894499583622189,0.7971213355409498
1979-04-24,-1.5626236281318706,1.348023791198051,979.5204913895435,4.7310803475894545,2.912549865082356,99.55307064423208,311.27611755251525,81.84275087269216,4.479136539701022,0.8058438552027473
1979-04-25,-4.084208444496889,-1.1646478901588388,980.8241388582719,4.265768183177272,5.310143796632535,72.38954697807691,320.6661152404821,85.20695899645133,18.671462865270758,0.8261568870463165
1979-04-26,-2.693952971609952,-0.7497376463265655,980.4198802229348,4.747164129462419,14.050229137342168,30.47427398570604,329.8051872920251,86.16297666639626,8.384581234688754,0.858345356349334
1979-04-27,-0.2237819008587174,2.373555693808893,989.4498218563446,5.214065158100482,5.83797815442647,65.9136945667313,336.0700906189934,86.53356793553382,6.76003355175671,0.8225580411024149
1979-04-28,1.003322604505682,-0.1916417787982495,995.8560029884156,5.80561457309841,1.8400047714094288,144.4458626463107,295.92824955515965,77.57143525071469,1.1837495448372937,0.7866028196809973
1979-04-29,1.565205403227904,3.4156714273187214,991.102123718392,5.2975806646769,0.6505150928312655,215.3577282259369,274.9721279273425,70.72781999303257,14.619316910678696,0.7325660292616233
1979-04-30,4.123773064835176,4.143840143814809,975.2120417387573,6.603256879974424,0.5534782985210337,134.9089676415537,305.9318891548982,68.9543514691595,35.35965024605223,0.7916909654501039
1979-05-01,2.713611338504109,0.1701593571400956,959.7432202108856,4.796364282718116,6.547952854481222,113.42124503879485,306.60818452807405,72.17958972613918,9.486832313899635,0.814825366948721
1979-05-02,3.648109415747238,1.408413034434979,968.9593197705735,5.23157987856888,2.571060627165721,216.85438138977176,250.12529434570672,54.412987827227774,17.075468399203572,0.7695497640715003
1979-05-03,0.8411274076764668,2.719651969926551,977.0709705045681,4.100702113806108,1.3459646585966505,230.63350614788084,255.32161275251477,58.26088568990006,8.278149622730485,0.751286200116304
1979-05-04,2.1240246474037905,-0.7174399103851619,975.8170833048155,5.483672199790533,1.2033730027850316,174.736216947684,291.22792953801223,51.1150155337929,5.547890238032045,0.7761296817204895
1979-05-05,1.96220066145927,3.9786230812895806,987.8220558659747,4.316737822770335,0.8958363414620544,220.26552269333683,266.9065339736285,65.64513637149895,20.566627567411082,0.7558047329008902
1979-05-06,2.2029232293953886,3.76005849737092,995.1652351699943,4.881610907445122,1.325246581222983,238.0263018213385,257.97321633295627,62.960271391460694,19.572886057243856,0.7486865918654543
1979-05-07,1.579958808329771,3.2669060440629587,1000.1791468920683,5.247200158272335,1.3967759049794404,229.69602817745456,266.7161132764226,68.92362722903566,13.955311985723515,0.751031634363632
1979-05-08,1.5822020809082336,2.8499610497358407,999.1555376445754,4.866384894515761,1.350504039078065,230.98152501294024,274.48437881167376,69.78340633816764,11.505258261283782,0.7435159027038825
1979-05-09,-0.8111202757994602,1.0713001925907832,998.4168983658896,4.651964584904476,2.2540192452590686,176.14937446934027,282.6536957186124,73.14909336535065,1.90840804062597,0.7951101751100789
1979-05-10,0.24611892613520975,0.520359366832577,1001.6517374949366,5.243537601452147,0.9241996625126798,210.20106026267055,278.8193407447144,70.16480540502536,0.35477829576270403,0.7667242707832077
1979-05-11,0.8910607560586326,-2.468781730523426,1001.5589872271,7.132063246831649,1.7255955819561128,208.76179682903694,292.3982966583736,51.48511981156527,6.972111583107559,0.7560955291360674
1979-05-12,0.28491560050849396,-0.06460436645012253,1004.9666462907546,7.016479395169313,0.05052484707571993,278.81498849555845,251.63439591279433,47.4233596078312,0.14458927516214384,0.7252841043257576
1979-05-13,2.7680096840083115,2.6997330476241745,1005.3730535467208,7.898529916970119,-2.2588983483728953e-07,264.900532936045,268.74384190321433,58.73038839930182,15.246888219267076,0.7241528572112562
1979-05-14,2.1474243002567026,2.596039001417405,1006.5973503424597,8.844876339007612,0.010428109638092759,180.86436987036262,301.85042644613924,73.2611842222843,11.676595668650599,0.7817008056695791
1979-05-15,4.092245291308888,4.017940473006324,999.722141419873,13.134030195972741,0.17874158008271504,202.24377105573282,334.1147775248232,64.1829020597867,33.67058512643718,0.7260633749140292
1979-05-16,3.3087225146716004,3.5780524872729416,995.2090444390077,12.16011011049443,0.8638948956677914,256.2844778798599,310.97091878056546,70.17432562874248,24.07825746009349,0.6901502568685459
1979-05-17,0.2945332279266381,2.0044844152333057,990.9083939577222,11.098176154960697,0.042438916502555324,224.74334196363145,304.0655454388171,68.0043333082644,4.220636849199577,0.7393786961496386
1979-05-18,0.8070234662361706,5.057062238324476,982.0710994111794,10.78068291220211,3.2511182407375134,157.19523181108775,330.64609099033146,77.34640331890625,26.80300639509683,0.7839038562794195
1979-05-19,2.549794118055838,5.992952431057276,988.2315638802642,9.588323205333722,1.7912273753901413,156.20324867608815,333.65124945618356,73.36272420008235,42.52966435130178,0.7836125839094298
1979-05-20,3.1418306043567696,4.771724247837384,991.2797812164309,8.700926465751081,2.0328730308197294,190.9890038762808,319.5721542402814,72.87611469332542,33.24939502213976,0.7647217876358449
1979-05-21,0.9861141720897878,0.5142131569981326,1003.2142570898013,9.164016285209073,2.4666400790789753,250.35616887799694,262.1371206129067,40.48152128992104,1.2635576417989671,0.7644582619597339
1979-05-22,-3.005192025201267,1.2687861170189947,998.778005187518,9.939244527616381,2.3438038447293033,230.08030520755267,300.20712720494464,59.00209995359657,10.769229679506871,0.7475854300592532
1979-05-23,-0.9422606496322785,2.095557715604272,997.4454320256152,9.941393896441696,3.8575923540520294,131.36085389431273,334.08685015573053,78.04958729654916,5.365527850360997,0.8117305365134145
1979-05-24,-0.759220113358164,1.9264297469275047,996.0968768152308,10.558082166908662,2.6513049305812566,135.53684113750072,334.7398645803433,79.08624980500844,4.376152865979107,0.808691007969237
1979-05-25,-0.4747262472771969,1.8536587639791422,990.754883936164,12.936166154164937,12.863425706823342,120.65820035935047,348.33698596078034,71.703706019184,3.7899315245103855,0.8109820064023495
1979-05-26,0.7804789682924935,3.400032734503787,983.2638909802029,11.869433160016001,13.83407938993741,180.17720786570763,342.5126920192647,71.67638933454603,13.527771790930375,0.7618219854066904
1979-05-27,1.136650567003422,3.4890320768741065,992.5553508080222,10.206561675982016,1.5099526454810925,207.05760213918,295.4057875936071,68.36554306542624,13.53762418578237,0.7829210454970192
1979-05-28,-1.5734358243036985,3.541878826524361,992.0645347235165,10.347933598514658,14.715108874765855,113.91064955918293,329.89691181835815,80.76602755149027,15.236416636014516,0.8351441435712562
1979-05-29,1.9073208433491622,0.6922082339708214,992.4636496078571,11.028288391140734,7.299121884595856,93.16050495631673,339.80770688773623,67.25620886010957,4.567215574352832,0.8446123782760596
1979-05-30,0.6155089217219627,5.426312098822517,996.9957928211625,10.964880174369455,1.2966041669888337,138.6675479274078,314.8190183942136,81.23347429795521,30.131141825596313,0.8289844463564678
1979-05-31,1.5963520952897439,3.3487118513510414,1001.3900604885855,14.74550936901602,11.25178251702622,129.61081067100105,366.241937049279,73.78645924371774,13.797766114719483,0.7933891491138133
1979-06-01,-1.6840355951585624,0.21449316560276643,1006.310001941864,16.804267779737188,0.018224723369151662,276.36309741561865,325.2672587586287,64.36065291689815,3.368500820668865,0.6805034387511723
1979-06-02,-1.2995594733447573,2.6425978502204126,1006.6138961614243,20.203501313932065,0.09055720558508012,288.87524765543947,345.8782362843093,60.77350683075483,8.699999959567947,0.6352968087886762
1979-06-03,-0.45570462182734756,-3.448914961761509,1013.625256393613,18.91288056697681,0.05598347010219874,304.6934392029626,335.2734020203167,50.67087835828844,12.311354528624674,0.6290497340704638
